PDS_acc	target_acc	biosample_acc	gencoll_acc
PDS000073927.1	PDT000866165.1	SAMN15599229	GCA_021668635.1
PDS000073927.1	PDT000866285.1	SAMN15599178	GCA_021668135.1
PDS000073935.1	PDT000866288.1	SAMN15599175	GCA_021668075.1
PDS000073935.1	PDT000866291.1	SAMN15599172	GCA_021668015.1
PDS000073922.1	PDT000866290.1	SAMN15599173	GCA_021668095.1
PDS000073922.1	PDT000866293.1	SAMN15599170	GCA_021667935.1
PDS000073936.1	PDT000866429.1	SAMN15599209	GCA_021667655.1
PDS000073936.1	PDT000866430.1	SAMN15599208	GCA_021667635.1
PDS000073923.1	PDT000866438.1	SAMN15599198	GCA_021667415.1
PDS000073923.1	PDT000866439.1	SAMN15599197	GCA_021667355.1
PDS000073932.1	PDT000866446.1	SAMN15599132	GCA_021667295.1
PDS000073932.1	PDT000866447.1	SAMN15599131	GCA_021667275.1
PDS000044233.2	PDT000483095.1	SAMN10478189	GCA_004374205.1
PDS000044233.2	PDT000483114.1	SAMN10478187	GCA_004374585.1
PDS000099426.1	PDT000045403.1	SAMN03105487	GCA_000795605.1
PDS000099426.1	PDT001185452.1	SAMN23101282	GCA_020907765.1
PDS000047559.1	PDT000483042.1	SAMN10478242	GCA_004373135.1
PDS000047559.1	PDT000483071.1	SAMN10478241	GCA_004373725.1
PDS000044203.1	PDT000483053.1	SAMN10478222	GCA_004373355.1
PDS000044203.1	PDT000483054.1	SAMN10478223	GCA_004373365.1
PDS000044200.1	PDT000482999.1	SAMN10478288	GCA_004372275.1
PDS000044200.1	PDT000483022.1	SAMN10478289	GCA_004372705.1
PDS000044201.1	PDT000483000.1	SAMN10478287	GCA_004372295.1
PDS000044201.1	PDT000483002.1	SAMN10478286	GCA_004372315.1
PDS000044214.1	PDT000482921.1	SAMN10478345	GCA_004370705.1
PDS000044214.1	PDT000482922.1	SAMN10478346	GCA_004370725.1
PDS000038258.4	PDT000480317.1	SAMN11087507	GCA_004355125.1
PDS000038258.4	PDT000480318.1	SAMN11087508	GCA_004355145.1
PDS000040179.3	PDT000015615.2	SAMN02142568	GCA_000412415.1
PDS000040179.3	PDT000018511.2	SAMN02360656	GCA_000482025.1
PDS000038901.1	PDT000018507.2	SAMN02360660	GCA_000481945.1
PDS000038901.1	PDT000411584.1	SAMN07424192	GCA_003834445.1
PDS000038857.1	PDT000018499.2	SAMN02360668	GCA_000481785.1
PDS000038857.1	PDT000411586.1	SAMN07424195	GCA_003834495.1
PDS000065922.1	PDT000018497.2	SAMN02360670	GCA_000481745.1
PDS000065922.1	PDT000795041.1	SAMN14160449	GCA_013433345.1
PDS000010428.1	PDT000018483.2	SAMN02360684	GCA_000481465.1
PDS000010428.1	PDT000019318.2	SAMN02360693	GCA_000481285.1
PDS000056692.1	PDT000686189.1	SAMN12250942	GCA_010608295.1
PDS000056692.1	PDT000686190.1	SAMN12250943	GCA_010608275.1
PDS000010389.3	PDT000070728.1	SAMN03197950	GCA_001066185.1
PDS000010389.3	PDT000070806.1	SAMN03198123	GCA_001067875.1
PDS000010347.1	PDT000070723.1	SAMN03197923	GCA_001066075.1
PDS000010347.1	PDT000070772.1	SAMN03197925	GCA_001067105.1
PDS000010339.1	PDT000070534.1	SAMN03197042	GCA_001061875.1
PDS000010339.1	PDT000070535.1	SAMN03197049	GCA_001061895.1
PDS000060995.1	PDT000720790.1	SAMN14449601	GCA_012102975.1
PDS000060995.1	PDT000720791.1	SAMN14449599	GCA_012102995.1
PDS000060443.1	PDT000714736.1	SAMEA6574531	GCA_902807105.1
PDS000060443.1	PDT000714737.1	SAMEA6574528	GCA_902807215.1
PDS000039627.2	PDT000050773.2	SAMN03316892	GCA_000937465.2
PDS000039627.2	PDT000424985.1	SAMN09788414	GCA_003969105.1
PDS000039618.1	PDT000063454.1	SAMN03486517	GCA_000982155.1
PDS000039618.1	PDT000424971.1	SAMN09788350	GCA_003968585.1
PDS000056687.1	PDT000686228.1	SAMN12250878	GCA_010609505.1
PDS000056687.1	PDT000686232.1	SAMN12250879	GCA_010609595.1
PDS000056689.1	PDT000686225.1	SAMN12250882	GCA_010609405.1
PDS000056689.1	PDT000686226.1	SAMN12250883	GCA_010609415.1
PDS000056701.1	PDT000686219.1	SAMN12250890	GCA_010609265.1
PDS000056701.1	PDT000686222.1	SAMN12250891	GCA_010609305.1
PDS000056700.1	PDT000686208.1	SAMN12250906	GCA_010608945.1
PDS000056700.1	PDT000686210.1	SAMN12250905	GCA_010608985.1
PDS000056688.1	PDT000686198.1	SAMN12250927	GCA_010608585.1
PDS000056688.1	PDT000686199.1	SAMN12250926	GCA_010608575.1
PDS000010285.1	PDT000070469.1	SAMN03197127	GCA_001060435.1
PDS000010285.1	PDT000070871.1	SAMN03197108	GCA_001069315.1
PDS000056696.1	PDT000686182.1	SAMN12250953	GCA_010608165.1
PDS000056696.1	PDT000686186.1	SAMN12250954	GCA_010608205.1
PDS000056705.1	PDT000686175.1	SAMN12250967	GCA_010607905.1
PDS000056705.1	PDT000686176.1	SAMN12250966	GCA_010607925.1
PDS000056691.1	PDT000686153.1	SAMN12250988	GCA_010605255.1
PDS000056691.1	PDT000686170.1	SAMN12250989	GCA_010607725.1
PDS000056686.1	PDT000686146.1	SAMN12251025	GCA_010604905.1
PDS000056686.1	PDT000686163.1	SAMN12251013	GCA_010607425.1
PDS000056693.1	PDT000686160.1	SAMN12250973	GCA_010605395.1
PDS000056693.1	PDT000686161.1	SAMN12250972	GCA_010605405.1
PDS000056694.1	PDT000686157.1	SAMN12250977	GCA_010605345.1
PDS000056694.1	PDT000686172.1	SAMN12250978	GCA_010607805.1
PDS000056698.1	PDT000686152.1	SAMN12250983	GCA_010605215.1
PDS000056698.1	PDT000686155.1	SAMN12250982	GCA_010605295.1
PDS000056699.1	PDT000686150.1	SAMN12250996	GCA_010605145.1
PDS000056699.1	PDT000686168.1	SAMN12250995	GCA_010607625.1
PDS000056704.1	PDT000686149.1	SAMN12251008	GCA_010605025.1
PDS000056704.1	PDT000686166.1	SAMN12251007	GCA_010607545.1
PDS000056703.1	PDT000686147.1	SAMN12251011	GCA_010604985.1
PDS000056703.1	PDT000686148.1	SAMN12251012	GCA_010605015.1
PDS000056690.1	PDT000686121.1	SAMN12250829	GCA_010587845.1
PDS000056690.1	PDT000686132.1	SAMN12251062	GCA_010604365.1
PDS000056695.1	PDT000686112.1	SAMN12250840	GCA_010587565.1
PDS000056695.1	PDT000686117.1	SAMN12250839	GCA_010587725.1
PDS000065915.1	PDT000795148.1	SAMN14160338	GCA_013435515.1
PDS000065915.1	PDT000795151.1	SAMN14160337	GCA_013435535.1
PDS000066321.1	PDT000801613.1	SAMN15595478	GCA_013912425.1
PDS000066321.1	PDT000801617.1	SAMN15595476	GCA_013912485.1
PDS000055982.2	PDT000270590.2	SAMN08101543	GCA_002812905.2
PDS000055982.2	PDT000270591.3	SAMN08101542	GCA_002812925.3
PDS000141394.1	PDT001682417.1	SAMN25231162	GCA_029604145.1
PDS000141394.1	PDT001682482.1	SAMN25231226	GCA_029605435.1
PDS000066111.1	PDT000797684.1	SAMN14453434	GCA_013619895.1
PDS000066111.1	PDT000797687.1	SAMN14453435	GCA_013619955.1
PDS000066103.1	PDT000411641.1	SAMN07424165	GCA_003835575.1
PDS000066103.1	PDT000797681.1	SAMN14453442	GCA_013619835.1
PDS000066104.1	PDT000411638.1	SAMN07424168	GCA_003835545.1
PDS000066104.1	PDT000797676.1	SAMN14453445	GCA_013619715.1
PDS000066114.1	PDT000411639.1	SAMN07424167	GCA_003835565.1
PDS000066114.1	PDT000797675.1	SAMN14453444	GCA_013619705.1
PDS000066115.1	PDT000411611.1	SAMN07424150	GCA_003835005.1
PDS000066115.1	PDT000797674.1	SAMN14453446	GCA_013619685.1
PDS000066116.1	PDT000411605.1	SAMN07424151	GCA_003834895.1
PDS000066116.1	PDT000797672.1	SAMN14453447	GCA_013619665.1
PDS000066117.1	PDT000411640.1	SAMN07424161	GCA_003835585.1
PDS000066117.1	PDT000797665.1	SAMN14453455	GCA_013619515.1
PDS000066109.1	PDT000797656.1	SAMN14453467	GCA_013619325.1
PDS000066109.1	PDT000797659.1	SAMN14453461	GCA_013619405.1
PDS000065913.1	PDT000230865.1	SAMN07327855	GCA_002239565.1
PDS000065913.1	PDT000795158.1	SAMN14160331	GCA_013435715.1
PDS000056697.1	PDT000686098.1	SAMN12250867	GCA_010586855.1
PDS000056697.1	PDT000686099.1	SAMN12250866	GCA_010586885.1
PDS000065919.1	PDT000795141.1	SAMN14160349	GCA_013435345.1
PDS000065919.1	PDT000795142.1	SAMN14160350	GCA_013435355.1
PDS000065923.1	PDT000795135.1	SAMN14160352	GCA_013435235.1
PDS000065923.1	PDT000795137.1	SAMN14160353	GCA_013435245.1
PDS000076784.2	PDT000767048.1	SAMN14271760	GCA_013343555.1
PDS000076784.2	PDT000923416.1	SAMN16982618	GCA_016341345.1
PDS000063979.3	PDT000759607.1	SAMN14271768	GCA_013240435.1
PDS000063979.3	PDT000767040.1	SAMN14271772	GCA_013343395.1
PDS000101680.1	PDT001210190.1	SAMN17024949	GCA_021597465.1
PDS000101680.1	PDT001210260.1	SAMN17024976	GCA_021595985.1
PDS000047543.1	PDT000076729.1	SAMEA3374627	GCA_001181185.1
PDS000047543.1	PDT000076763.1	SAMEA3374662	GCA_001181865.1
PDS000010441.1	PDT000076699.1	SAMEA3374597	GCA_001180585.1
PDS000010441.1	PDT000076713.1	SAMEA3374611	GCA_001180865.1
PDS000047544.1	PDT000076687.1	SAMEA3374585	GCA_001180345.1
PDS000047544.1	PDT000076696.1	SAMEA3374594	GCA_001180525.1
PDS000097162.1	PDT001149156.1	SAMN21988698	GCA_020405505.1
PDS000097162.1	PDT001149158.1	SAMN21988697	GCA_020406285.1
PDS000063374.1	PDT000749078.1	SAMN14970712	GCA_013177035.1
PDS000063374.1	PDT000749080.1	SAMN14970714	GCA_013177065.1
PDS000062952.1	PDT000414923.1	SAMN10484675	GCA_003863745.1
PDS000062952.1	PDT000741015.1	SAMN14833378	GCA_013115705.1
PDS000010356.5	PDT000045138.1	SAMN03105569	GCA_000790305.1
PDS000010356.5	PDT000045165.1	SAMN03105744	GCA_000790835.1
PDS000010359.1	PDT000045214.1	SAMN03105661	GCA_000791825.1
PDS000010359.1	PDT000045354.1	SAMN03105472	GCA_000794625.1
PDS000010447.1	PDT000045337.1	SAMN03105536	GCA_000794285.1
PDS000010447.1	PDT000045339.1	SAMN03105538	GCA_000794325.1
PDS000010314.1	PDT000045186.1	SAMN03105623	GCA_000791265.1
PDS000010314.1	PDT000045315.1	SAMN03105611	GCA_000793845.1
PDS000010365.1	PDT000045202.1	SAMN03105650	GCA_000791585.1
PDS000010365.1	PDT000045308.1	SAMN03105605	GCA_000793705.1
PDS000010344.1	PDT000045304.1	SAMN03105603	GCA_000793615.1
PDS000010344.1	PDT000045319.1	SAMN03105604	GCA_000793915.1
PDS000010358.1	PDT000045209.1	SAMN03105656	GCA_000791725.1
PDS000010358.1	PDT000045232.1	SAMN03105675	GCA_000792165.1
PDS000010363.1	PDT000045215.1	SAMN03105662	GCA_000791835.1
PDS000010363.1	PDT000045218.1	SAMN03105663	GCA_000791905.1
PDS000010366.1	PDT000045200.1	SAMN03105649	GCA_000791545.1
PDS000010366.1	PDT000045312.1	SAMN03105635	GCA_000793785.1
PDS000010422.1	PDT000045179.1	SAMN03105600	GCA_000791125.1
PDS000010422.1	PDT000045198.1	SAMN03105647	GCA_000791495.1
PDS000010338.1	PDT000045189.1	SAMN03105626	GCA_000791325.1
PDS000010338.1	PDT000045323.1	SAMN03105614	GCA_000794005.1
PDS000103057.1	PDT001203055.1	SAMN24045063	NULL
PDS000103057.1	PDT001226370.1	SAMN24538658	NULL
PDS000010367.1	PDT000045187.1	SAMN03105624	GCA_000791275.1
PDS000010367.1	PDT000045317.1	SAMN03105612	GCA_000793885.1
PDS000010446.1	PDT000045367.1	SAMN03105504	GCA_000794885.1
PDS000010446.1	PDT000045368.1	SAMN03105505	GCA_000794905.1
PDS000096993.3	PDT000939140.3	SAMN17478670	GCA_021665415.2
PDS000096993.3	PDT001145882.3	SAMN22068470	GCA_021644345.2
PDS000048598.1	PDT000555576.1	SAMEA5567772	GCA_901035125.1
PDS000048598.1	PDT000555577.1	SAMEA5567771	GCA_901035145.1
PDS000051858.1	PDT000545394.1	SAMN12217306	GCA_007004405.1
PDS000051858.1	PDT000607956.1	SAMN12885401	GCA_009025435.1
PDS000047886.1	PDT000540488.1	SAMN12162696	GCA_006704885.1
PDS000047886.1	PDT000540492.1	SAMN12162690	GCA_006704985.1
PDS000106361.1	PDT000236148.1	SAMN07347487	GCA_002263645.1
PDS000106361.1	PDT001265080.1	SAMN26226225	GCA_022569915.1
PDS000047888.1	PDT000540462.1	SAMN12162667	GCA_006704365.1
PDS000047888.1	PDT000540465.1	SAMN12162666	GCA_006704445.1
PDS000039612.1	PDT000034122.1	SAMN02673308	GCA_000710625.1
PDS000039612.1	PDT000424992.1	SAMN09788413	GCA_003969265.1
PDS000046695.1	PDT000094988.1	SAMN04028051	GCA_001444865.1
PDS000046695.1	PDT000526995.1	SAMEA3724097	GCA_901482535.1
PDS000053173.2	PDT000026547.1	SAMN02402435	GCA_000629565.1
PDS000053173.2	PDT000904158.1	SAMN10435900	GCA_015738435.1
PDS000047885.1	PDT000026545.1	SAMN02402437	GCA_000629525.1
PDS000047885.1	PDT000540484.1	SAMN12162683	GCA_006704795.1
PDS000056085.1	PDT000026539.1	SAMN02402443	GCA_000629405.1
PDS000056085.1	PDT000673544.1	SAMN11420106	GCA_021706875.1
PDS000010311.1	PDT000026529.1	SAMN02584692	GCA_000629205.1
PDS000010311.1	PDT000026530.1	SAMN02584691	GCA_000629225.1
PDS000051148.1	PDT000595655.1	SAMEA5693875	GCA_902204125.1
PDS000051148.1	PDT000595656.1	SAMEA5693874	GCA_902204135.1
PDS000055103.3	PDT000669019.1	SAMN10686913	GCA_009914965.1
PDS000055103.3	PDT000669658.1	SAMN10686910	GCA_009925095.1
PDS000141039.1	PDT001677698.1	SAMN28228976	GCA_029568615.1
PDS000141039.1	PDT001677699.1	SAMN28228975	GCA_029568675.1
PDS000054885.1	PDT000652632.1	SAMN12636562	GCA_009788935.1
PDS000054885.1	PDT000652633.1	SAMN12636563	GCA_009788955.1
PDS000054120.1	PDT000639790.1	SAMN13340376	GCA_009727505.1
PDS000054120.1	PDT000639791.1	SAMN13340378	GCA_009727535.1
PDS000102766.1	PDT001222631.1	SAMN24965738	GCA_021585175.1
PDS000102766.1	PDT001222655.1	SAMN24965760	GCA_021585075.1
PDS000054118.1	PDT000639782.1	SAMN13340385	GCA_009727345.1
PDS000054118.1	PDT000639784.1	SAMN13340384	GCA_009727395.1
PDS000054119.1	PDT000639773.1	SAMN13340395	GCA_009727135.1
PDS000054119.1	PDT000639779.1	SAMN13340388	GCA_009727285.1
PDS000054060.1	PDT000411633.1	SAMN07424170	GCA_003835455.1
PDS000054060.1	PDT000638530.2	SAMN07424172	GCA_009720425.1
PDS000053699.1	PDT000631938.1	SAMN13267614	GCA_009676765.1
PDS000053699.1	PDT000631939.1	SAMN13267615	GCA_009676785.1
PDS000010444.1	PDT000048968.1	SAMN02732380	GCA_000829885.1
PDS000010444.1	PDT000061554.1	SAMN03342417	GCA_000950725.1
PDS000010420.1	PDT000048940.1	SAMD00019082	GCA_000829255.1
PDS000010420.1	PDT000048941.1	SAMD00018700	GCA_000829275.1
PDS000051859.1	PDT000545396.1	SAMN12217295	GCA_007004485.1
PDS000051859.1	PDT000607960.1	SAMN12885395	GCA_009025765.1
PDS000066322.1	PDT000801618.1	SAMN15595473	GCA_013912515.1
PDS000066322.1	PDT000801627.1	SAMN15595463	GCA_013912715.1
PDS000051150.1	PDT000595626.1	SAMEA5693851	GCA_902203835.1
PDS000051150.1	PDT000595633.1	SAMEA5693852	GCA_902203905.1
PDS000051151.1	PDT000595601.1	SAMEA5693822	GCA_902203585.1
PDS000051151.1	PDT000595604.1	SAMEA5693823	GCA_902203615.1
PDS000102773.1	PDT001221911.1	SAMN16203212	GCA_021590365.1
PDS000102773.1	PDT001222096.1	SAMN17311334	GCA_021586675.1
PDS000051142.1	PDT000595495.1	SAMEA5693721	GCA_902202365.1
PDS000051142.1	PDT000595507.1	SAMEA5693720	GCA_902202465.1
PDS000051134.1	PDT000595458.1	SAMEA5693690	GCA_902202035.1
PDS000051134.1	PDT000595466.1	SAMEA5693691	GCA_902202085.1
PDS000051145.1	PDT000595432.1	SAMEA5693675	GCA_902201725.1
PDS000051145.1	PDT000595445.1	SAMEA5693671	GCA_902201865.1
PDS000010440.1	PDT000045258.1	SAMN03105699	GCA_000792705.1
PDS000010440.1	PDT000045420.1	SAMN03105436	GCA_000795945.1
PDS000010284.1	PDT000045243.1	SAMN03105748	GCA_000792395.1
PDS000010284.1	PDT000045415.1	SAMN03105433	GCA_000795845.1
PDS000010291.1	PDT000045414.1	SAMN03105486	GCA_000795815.1
PDS000010291.1	PDT000175612.1	SAMN04479356	GCA_001921085.1
PDS000010323.1	PDT000045400.1	SAMN03105493	GCA_000795535.1
PDS000010323.1	PDT000045483.1	SAMN03105489	GCA_000797205.1
PDS000010317.1	PDT000045396.1	SAMN03105419	GCA_000795465.1
PDS000010317.1	PDT000045398.1	SAMN03105421	GCA_000795505.1
PDS000078001.1	PDT000923451.1	SAMN16982584	GCA_016342045.1
PDS000078001.1	PDT000923486.1	SAMN16982546	GCA_016343405.1
PDS000082090.1	PDT000972482.1	SAMN17864829	GCA_016922055.1
PDS000082090.1	PDT000972505.1	SAMN17864806	GCA_016922515.1
PDS000102659.1	PDT000938532.1	SAMN15858698	GCA_016681025.1
PDS000102659.1	PDT001221771.1	SAMN16967663	GCA_021432565.1
PDS000082083.1	PDT000972463.1	SAMN17864848	GCA_016921675.1
PDS000082083.1	PDT000972533.1	SAMN17864779	GCA_016923065.1
PDS000082078.1	PDT000972449.1	SAMN17864861	GCA_016921395.1
PDS000082078.1	PDT000972468.1	SAMN17864843	GCA_016921775.1
PDS000080499.1	PDT000952817.1	SAMN17723443	GCA_016836415.1
PDS000080499.1	PDT000952818.1	SAMN17723444	GCA_016836445.1
PDS000114770.1	PDT001371392.1	SAMEA12339144	GCA_024483125.1
PDS000114770.1	PDT001375252.1	SAMEA12339143	GCA_024510925.1
PDS000095641.1	PDT001122709.1	SAMN19950564	GCA_019857625.1
PDS000095641.1	PDT001127734.1	SAMN16578779	GCA_019909425.1
PDS000038867.1	PDT000019329.3	SAMN02471890	GCA_000215795.5
PDS000038867.1	PDT000411830.1	SAMN07423902	GCA_003840095.1
PDS000136531.1	PDT001577320.1	SAMN18631029	GCA_027855985.1
PDS000136531.1	PDT001615402.1	SAMN18631033	GCA_028609245.1
PDS000077991.1	PDT000923229.1	SAMN16982822	GCA_016337605.1
PDS000077991.1	PDT000923521.1	SAMN16982696	GCA_016344125.1
PDS000078010.1	PDT000923351.1	SAMN16982679	GCA_016340045.1
PDS000078010.1	PDT000923513.1	SAMN16982705	GCA_016343965.1
PDS000078028.1	PDT000923244.1	SAMN16982803	GCA_016337905.1
PDS000078028.1	PDT000923505.1	SAMN16982732	GCA_016343805.1
PDS000112085.1	PDT000923507.1	SAMN16982731	GCA_016343845.1
PDS000112085.1	PDT001343605.1	SAMN27565682	GCA_023964755.1
PDS000078012.1	PDT000923437.1	SAMN16982598	GCA_016341765.1
PDS000078012.1	PDT000923447.1	SAMN16982585	GCA_016341965.1
PDS000112086.1	PDT000923501.1	SAMN16982529	GCA_016343705.1
PDS000112086.1	PDT001344384.1	SAMN27565633	GCA_023942895.1
PDS000076778.3	PDT000915665.1	SAMN12220699	GCA_016011315.1
PDS000076778.3	PDT000923440.1	SAMN16982592	GCA_016341825.1
PDS000112087.1	PDT000797736.1	SAMN14453472	GCA_013625685.1
PDS000112087.1	PDT001346716.1	SAMN11339300	GCA_023904915.1
PDS000078006.1	PDT000923420.1	SAMN16982614	GCA_016341425.1
PDS000078006.1	PDT000923495.1	SAMN16982539	GCA_016343585.1
PDS000078026.1	PDT000923410.1	SAMN16982623	GCA_016341225.1
PDS000078026.1	PDT000923411.1	SAMN16982622	GCA_016341245.1
PDS000077994.1	PDT000923393.1	SAMN16982638	GCA_016340895.1
PDS000077994.1	PDT000923396.1	SAMN16982637	GCA_016340945.1
PDS000077990.1	PDT000923383.1	SAMN16982652	GCA_016340685.1
PDS000077990.1	PDT000923386.1	SAMN16982647	GCA_016340745.1
PDS000078002.1	PDT000923370.1	SAMN16982662	GCA_016340415.1
PDS000078002.1	PDT000923381.1	SAMN16982651	GCA_016340645.1
PDS000078009.1	PDT000923243.1	SAMN16982807	GCA_016337885.1
PDS000078009.1	PDT000923376.1	SAMN16982656	GCA_016340545.1
PDS000077996.1	PDT000923344.1	SAMN16982691	GCA_016339905.1
PDS000077996.1	PDT000923508.1	SAMN16982729	GCA_016343865.1
PDS000078003.1	PDT000923338.1	SAMN16982700	GCA_016339785.1
PDS000078003.1	PDT000923515.1	SAMN16982701	GCA_016344005.1
PDS000084884.1	PDT000903956.1	SAMN10436106	GCA_015734395.1
PDS000084884.1	PDT001009333.1	SAMN18335871	GCA_018027515.1
PDS000010376.1	PDT000096502.1	SAMN04128722	GCA_001453945.1
PDS000010376.1	PDT000096536.1	SAMN04128723	GCA_001454625.1
PDS000010299.2	PDT000096480.1	SAMN04128658	GCA_001453495.1
PDS000010299.2	PDT000096490.1	SAMN04128681	GCA_001453705.1
PDS000010382.1	PDT000096421.1	SAMN04128657	GCA_001452325.1
PDS000010382.1	PDT000096477.1	SAMN04128642	GCA_001453415.1
PDS000047515.1	PDT000096394.1	SAMN04128615	GCA_001451785.1
PDS000047515.1	PDT000096408.1	SAMN04128638	GCA_001452055.1
PDS000010335.9	PDT000096345.1	SAMN04128552	GCA_001450795.1
PDS000010335.9	PDT000096368.1	SAMN04128573	GCA_001451255.1
PDS000113999.1	PDT001363017.1	SAMN15616741	GCA_024319515.1
PDS000113999.1	PDT001363057.1	SAMN15616730	GCA_024351405.1
PDS000010340.1	PDT000096272.1	SAMN04128495	GCA_001449345.1
PDS000010340.1	PDT000096327.1	SAMN04128494	GCA_001450435.1
PDS000047542.1	PDT000096285.1	SAMN04128512	GCA_001449605.1
PDS000047542.1	PDT000096331.1	SAMN04128511	GCA_001450525.1
PDS000010354.1	PDT000045161.1	SAMN03105740	GCA_000790765.1
PDS000010354.1	PDT000096284.1	SAMN04128510	GCA_001449585.1
PDS000010310.1	PDT000096268.1	SAMN04128489	GCA_001449255.1
PDS000010310.1	PDT000096269.1	SAMN04128490	GCA_001449275.1
PDS000085568.1	PDT001020838.1	SAMN18897656	GCA_018274585.1
PDS000085568.1	PDT001020839.1	SAMN18897655	GCA_018274635.1
PDS000084890.1	PDT001009334.1	SAMN18335869	GCA_018027535.1
PDS000084890.1	PDT001009336.1	SAMN18335868	GCA_018027595.1
PDS000078016.1	PDT000923317.1	SAMN16982735	GCA_016339365.1
PDS000078016.1	PDT000923330.1	SAMN16982713	GCA_016339645.1
PDS000084891.1	PDT001009330.1	SAMN18335873	GCA_018027395.1
PDS000084891.1	PDT001009331.1	SAMN18335872	GCA_018027405.1
PDS000084885.1	PDT001009314.1	SAMN18335889	GCA_018026935.1
PDS000084885.1	PDT001009315.1	SAMN18335888	GCA_018026955.1
PDS000084889.1	PDT001009312.1	SAMN18335891	GCA_018026835.1
PDS000084889.1	PDT001009313.1	SAMN18335890	GCA_018026895.1
PDS000084888.1	PDT000915643.1	SAMN13622172	GCA_016010875.1
PDS000084888.1	PDT001009310.1	SAMN18335892	GCA_018026785.1
PDS000084886.1	PDT001009305.1	SAMN18335897	GCA_018026675.1
PDS000084886.1	PDT001009306.1	SAMN18335898	GCA_018026715.1
PDS000112096.1	PDT001134469.1	SAMN20856511	GCA_020036535.1
PDS000112096.1	PDT001343731.1	SAMN27566342	GCA_023962235.1
PDS000101675.1	PDT001210150.1	SAMN17025008	GCA_021598385.1
PDS000101675.1	PDT001210152.1	SAMN17025006	GCA_021598325.1
PDS000082077.1	PDT000771057.1	SAMD00019068	GCA_021674975.1
PDS000082077.1	PDT000972584.1	SAMN17864727	GCA_016924685.1
PDS000082081.1	PDT000771060.1	SAMD00019071	GCA_021674835.1
PDS000082081.1	PDT000972579.1	SAMN17864730	GCA_016924545.1
PDS000140016.1	PDT001668307.1	SAMN12369759	GCA_029397075.1
PDS000140016.1	PDT001668309.1	SAMN12369772	GCA_029396915.1
PDS000082080.1	PDT000972480.1	SAMN17864831	GCA_016922015.1
PDS000082080.1	PDT000972520.1	SAMN17864791	GCA_016922815.1
PDS000065814.4	PDT000906788.1	SAMN12220591	GCA_015762955.1
PDS000065814.4	PDT000915721.1	SAMN12220643	GCA_016012435.1
PDS000077565.1	PDT000915638.1	SAMN13622178	GCA_016010785.1
PDS000077565.1	PDT000915640.1	SAMN13622177	GCA_016010815.1
PDS000077559.1	PDT000915634.1	SAMN13622181	GCA_016010695.1
PDS000077559.1	PDT000915671.1	SAMN12220693	GCA_016011435.1
PDS000077557.1	PDT000915633.1	SAMN13622183	GCA_016010675.1
PDS000077557.1	PDT000915668.1	SAMN12220694	GCA_016011375.1
PDS000053179.6	PDT000906867.1	SAMN10436314	GCA_015764535.1
PDS000053179.6	PDT000915620.1	SAMN13622195	GCA_016010415.1
PDS000077562.1	PDT000915613.1	SAMN13622203	GCA_016010275.1
PDS000077562.1	PDT000915619.1	SAMN13622196	GCA_016010395.1
PDS000081758.2	PDT000915607.1	SAMN13622209	GCA_016010155.1
PDS000081758.2	PDT000977672.1	SAMN17965029	GCA_017152805.1
PDS000076786.3	PDT000915603.1	SAMN13622212	GCA_016010075.1
PDS000076786.3	PDT000923498.1	SAMN16982536	GCA_016343635.1
PDS000077172.1	PDT000391952.2	SAMN09478090	GCA_003630465.2
PDS000077172.1	PDT000391953.1	SAMN09478089	GCA_003630485.1
PDS000077564.1	PDT000906863.1	SAMN10436318	GCA_015764485.1
PDS000077564.1	PDT000915853.1	SAMN11285163	GCA_016091415.1
PDS000053178.3	PDT000906851.1	SAMN10436329	GCA_015764225.1
PDS000053178.3	PDT000906852.1	SAMN10436328	GCA_015764245.1
PDS000061331.4	PDT000906806.1	SAMN11285171	GCA_015763325.1
PDS000061331.4	PDT000915843.1	SAMN11285172	GCA_016091215.1
PDS000061339.6	PDT000906803.1	SAMN11285173	GCA_015763285.1
PDS000061339.6	PDT000923318.1	SAMN16982725	GCA_016339385.1
PDS000077554.1	PDT000915642.1	SAMN13622174	GCA_016010855.1
PDS000077554.1	PDT000915646.1	SAMN13622173	GCA_016010935.1
PDS000052952.5	PDT000904186.1	SAMN10435875	GCA_015738995.1
PDS000052952.5	PDT000906847.1	SAMN10436333	GCA_015764145.1
PDS000076873.1	PDT000904133.1	SAMN10435927	GCA_015737945.1
PDS000076873.1	PDT000904177.1	SAMN10435881	GCA_015738825.1
PDS000052958.4	PDT000904125.1	SAMN10435933	GCA_015737785.1
PDS000052958.4	PDT000923373.1	SAMN16982659	GCA_016340485.1
PDS000103058.1	PDT001207528.1	SAMN24249460	NULL
PDS000103058.1	PDT001226261.1	SAMN24538403	NULL
PDS000076602.1	PDT000898980.1	SAMN16607010	GCA_015680075.1
PDS000076602.1	PDT000898981.1	SAMN16606978	GCA_015680105.1
PDS000047561.1	PDT000084435.1	SAMN04041441	GCA_001295295.1
PDS000047561.1	PDT000084437.1	SAMN04041444	GCA_001295345.1
PDS000076413.1	PDT000896264.1	SAMN13195785	GCA_015626645.1
PDS000076413.1	PDT000896269.1	SAMN13195765	GCA_015627075.1
PDS000075629.1	PDT000888347.1	SAMN14776855	GCA_015317245.1
PDS000075629.1	PDT000888348.1	SAMN14776854	GCA_015317275.1
